issue_id,timestamp,category,description,municipality,district,state,age_group,gender,origin,responsible_entity_id,responsible_entity_name,responsible_entity_level,description_length,description_words,has_verkehr_keywords,has_bildung_keywords,has_umwelt_keywords,has_gesundheit_keywords,hour,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,is_business_hours,is_morning,is_afternoon
ISS_20250613034156_3188,2023-01-31 17:24:00,Digitalisierung,"Das Online-Portal der Gemeinde ist total veraltet und funktioniert auf dem Handy überhaupt nicht. Ich kann keinen Termin für meinen neuen Personalausweis buchen, weil die Seite ständig abstürzt - das ist echt nervig für unsere Generation!",Seedorf,Gemeinde,Schleswig-Holstein,18-24,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,238,36,False,False,False,False,17,1,31,5,1,1,False,True,False,True
ISS_20250613033838_2640,2023-05-01 23:37:00,Bildung,"Die Schulbuslinie nach Hechingen fällt seit drei Wochen immer wieder aus, deshalb muss ich meine Kinder täglich zur Schule fahren. Das kann nicht sein - wir brauchen eine zuverlässige Beförderung für unsere Schulkinder.",Rangendingen,Gemeinde,Baden-Württemberg,35-44,male,citizen,LAND_12_BM,Brandenburg - Ministerium für Bildung,Land,219,33,True,True,False,False,23,0,1,18,5,2,False,False,False,False
ISS_20250613034004_5024,2024-12-11 05:48:00,Bildung,Seit drei Monaten ist die Heizung in der Sekundarschule defekt und mein Sohn friert im Unterricht. Die Kinder können sich nicht konzentrieren und werden ständig krank. Wann wird das endlich repariert?,Marsberg,Stadt,Nordrhein-Westfalen,55-64,male,citizen,LAND_16_BM,Thüringen - Ministerium für Bildung,Land,200,31,False,True,False,False,5,2,11,50,12,4,False,False,False,False
ISS_20250613034249_5216,2024-06-24 08:09:00,Gesundheit,"Die Wartezeiten beim einzigen Hausarzt in Steinhagen sind untragbar - drei Wochen für einen normalen Termin ist viel zu lang. Als junge Mutter brauche ich schnellere medizinische Versorgung, besonders wenn mein Kind krank ist.",Steinhagen,Gemeinde,Mecklenburg-Vorpommern,25-34,female,migrant_eu,LAND_09_SM,Bayern - Ministerium für Soziales,Land,226,34,False,False,False,True,8,0,24,26,6,2,False,True,True,False
ISS_20250613033915_6390,2024-02-28 15:24:00,Bildung,"Die Kita in Fehrbellin hat seit Monaten zu wenig Erzieher, deshalb werden die Öffnungszeiten ständig verkürzt. Als berufstätige Mutter kann ich mein Kind oft nicht rechtzeitig abholen und bekomme Probleme mit meinem Arbeitgeber.",Fehrbellin,Gemeinde,Brandenburg,25-34,female,citizen,LAND_07_BM,Rheinland-Pfalz - Ministerium für Bildung,Land,228,33,False,True,False,False,15,2,28,9,2,1,False,True,False,True
ISS_20250613033734_5521,2023-02-10 06:20:00,Sicherheit,"Die Straßenbeleuchtung in der Wiesenstraße ist seit einem Monat ausgefallen, wodurch der Weg abends sehr unsicher geworden ist. Besonders für ältere Bewohner und Familien mit Kindern ist das ein echtes Sicherheitsrisiko.",Allstedt,Stadt,Sachsen-Anhalt,45-54,male,migrant_eu,LAND_03_UM,Niedersachsen - Ministerium für Umwelt,Land,220,31,True,False,False,False,6,4,10,6,2,1,False,False,True,False
ISS_20250613034201_5360,2024-10-05 05:36:00,Digitalisierung,"Das Online-Portal der Gemeinde ist eine Katastrophe - ständig stürzt es ab, wenn ich Formulare ausfüllen will. Warum kann ich nicht einfach meinen Personalausweis online beantragen, ohne drei Mal neu anzufangen?",Groß Köris,Gemeinde,Brandenburg,55-64,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,211,31,False,False,False,False,5,5,5,40,10,4,True,False,False,False
ISS_20250613034244_7456,2024-05-04 07:39:00,Wirtschaft,"Die Gewerbesteuer für meinen kleinen Laden ist dieses Jahr um 40% gestiegen, aber gleichzeitig wurden die Parkplätze vor meinem Geschäft abgebaut. Wie soll ich so noch Kunden anlocken und die hohen Abgaben bezahlen?",Dunum,Gemeinde,Niedersachsen,45-54,female,migrant_eu,LAND_08_FM,Baden-Württemberg - Ministerium der Finanzen,Land,215,33,False,False,False,False,7,5,4,18,5,2,True,False,True,False
ISS_20250613034244_2315,2024-01-17 10:50:00,Umwelt,Die Straßenbeleuchtung in der Dorfstraße ist seit drei Wochen komplett ausgefallen. Abends ist es stockfinster und besonders für ältere Mitbürger sehr gefährlich. Wann wird das endlich repariert?,Goldelund,Gemeinde,Schleswig-Holstein,45-54,male,citizen,LAND_13_MW,Mecklenburg-Vorpommern - Ministerium für Wirtschaft,Land,195,27,True,False,False,False,10,2,17,3,1,1,False,True,True,False
ISS_20250613033841_3171,2024-04-06 06:15:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung für meine Schwiegertochter dauert bereits acht Monate ohne jede Rückmeldung. Ich bitte um Auskunft über den aktuellen Stand und eine realistische Zeitschätzung für die Entscheidung.,Ebensfeld,Gemeinde,Bayern,55-64,male,citizen,LAND_13_SM,Mecklenburg-Vorpommern - Ministerium für Soziales,Land,240,31,False,False,False,False,6,5,6,14,4,2,True,False,True,False
ISS_20250613033729_5043,2024-10-08 16:14:00,Sicherheit,"Der Spielplatz an der Dorfstraße ist abends völlig unbeleuchtet und die Jugendlichen treffen sich dort zum Trinken. Als Mutter mache ich mir Sorgen um die Sicherheit meiner Kinder, die dort tagsüber spielen.",Steinhöfel,Gemeinde,Brandenburg,35-44,female,citizen,LAND_11_UM,Berlin - Ministerium für Umwelt,Land,207,32,True,False,False,False,16,1,8,41,10,4,False,True,False,True
ISS_20250613033726_1395,2023-11-03 06:23:00,Wirtschaft,"Die Gewerbeanmeldung für meinen kleinen Laden dauert jetzt schon über sechs Wochen. Andere Unternehmer erzählen das Gleiche - das Gewerbeamt ist völlig überlastet und niemand kann mir sagen, wann endlich eine Entscheidung kommt.",Gummersbach,Stadt,Nordrhein-Westfalen,35-44,diverse,citizen,LAND_09_MW,Bayern - Ministerium für Wirtschaft,Land,228,33,False,False,False,False,6,4,3,44,11,4,False,False,True,False
ISS_20250613033743_2192,2024-04-01 10:57:00,Bildung,"Die Toiletten in der Oberschule meiner Tochter sind seit Monaten kaputt und unhygienisch. Die Kinder müssen teilweise nach Hause gehen, weil sie die Toiletten nicht benutzen können - das ist unzumutbar für die Schüler.",Neuruppin,Stadt,Brandenburg,45-54,female,citizen,LAND_16_BM,Thüringen - Ministerium für Bildung,Land,218,34,False,True,False,False,10,0,1,14,4,2,False,True,True,False
ISS_20250613033726_8760,2025-02-17 08:01:00,Umwelt,"Die Mülleimer im Ortszentrum quellen seit Tagen über und der Gestank wird unerträglich. Besonders am Marktplatz sammeln sich Abfälle, die vom Wind verweht werden und unsere schöne Gemeinde verschmutzen.",Inzigkofen,Gemeinde,Baden-Württemberg,65+,female,citizen,LAND_09_UM,Bayern - Ministerium für Umwelt,Land,202,29,False,False,True,False,8,0,17,8,2,1,False,True,True,False
ISS_20250613034248_8303,2023-04-11 05:56:00,Sicherheit,"Die Straßenbeleuchtung in der Dorfstraße ist seit Wochen defekt, wodurch der Gehweg abends völlig dunkel ist. Besonders für ältere Bewohner und Kinder ist das sehr gefährlich - es gab bereits zwei Stürze wegen der schlechten Sicht.",Züssow,Gemeinde,Mecklenburg-Vorpommern,35-44,female,citizen,LAND_15_UM,Sachsen-Anhalt - Ministerium für Umwelt,Land,231,36,True,False,False,False,5,1,11,15,4,2,False,False,False,False
ISS_20250613033919_2381,2023-04-07 15:00:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Hecklingen ist viel zu hoch im Vergleich zu Nachbargemeinden. Dadurch wandern Unternehmen ab und wir verlieren Arbeitsplätze - das schadet unserer ganzen Region wirtschaftlich.,Hecklingen,Stadt,Sachsen-Anhalt,35-44,female,citizen,LAND_04_FM,Bremen - Ministerium der Finanzen,Land,217,30,False,False,False,False,15,4,7,14,4,2,False,True,False,True
ISS_20250613034053_8235,2023-10-25 04:53:00,Verkehr,"Die Bushaltestelle an der Berliner Straße hat seit einem Monat kein Wartehäuschen mehr, nachdem es bei einem Unfall beschädigt wurde. Bei dem schlechten Wetter stehen wir täglich im Regen und es ist besonders für ältere Menschen sehr unzumutbar.",Hohen Neuendorf,Stadt,Brandenburg,25-34,female,citizen,LAND_13_VM,Mecklenburg-Vorpommern - Ministerium für Verkehr,Land,245,38,True,False,False,False,4,2,25,43,10,4,False,False,False,False
ISS_20250613033729_8281,2025-03-04 07:20:00,Wirtschaft,"Die örtlichen Geschäfte in der Ortsmitte stehen seit Monaten leer, weil die Mieten zu hoch sind. Dadurch stirbt unser Ortskern aus und wir müssen für alles nach Hilpoltstein oder Roth fahren.",Thalmässing,Gemeinde,Bayern,45-54,female,citizen,LAND_04_FM,Bremen - Ministerium der Finanzen,Land,191,31,False,False,False,False,7,1,4,10,3,1,False,False,True,False
ISS_20250613034155_7230,2023-08-13 09:22:00,Bildung,"Die Schulbusse zur Sekundarschule fahren seit drei Wochen unregelmäßig und kommen oft gar nicht. Viele Schüler verpassen dadurch wichtige Prüfungen und Unterrichtsstunden, was unsere Zukunftschancen gefährdet.",Jübar,Gemeinde,Sachsen-Anhalt,18-24,female,citizen,LAND_01_BM,Schleswig-Holstein - Ministerium für Bildung,Land,209,26,True,True,False,False,9,6,13,32,8,3,True,True,True,False
ISS_20250613033707_9057,2025-04-14 04:47:00,Verkehr,Die Bushaltestelle an der Dorfstraße hat kein Wartehäuschen und bei Regen stehen wir alle im Wasser. Besonders für ältere Leute wie mich ist das unmöglich - können Sie bitte endlich einen überdachten Wartebereich bauen?,Bandenitz,Gemeinde,Mecklenburg-Vorpommern,55-64,female,citizen,LAND_09_VM,Bayern - Ministerium für Verkehr,Land,219,34,True,False,False,False,4,0,14,16,4,2,False,False,False,False
ISS_20250613033846_3153,2024-01-10 22:25:00,Bildung,Die Anmeldung meines Sohnes für den Kindergarten in Gärtringen ist extrem kompliziert - alle Formulare nur auf Deutsch und niemand hilft bei Fragen. Als EU-Bürger erwarte ich mehrsprachige Unterstützung bei wichtigen Bildungsangelegenheiten.,Gärtringen,Gemeinde,Baden-Württemberg,25-34,male,migrant_eu,LAND_16_BM,Thüringen - Ministerium für Bildung,Land,241,32,False,False,False,False,22,2,10,2,1,1,False,False,False,False
ISS_20250613034209_5471,2024-01-21 07:04:00,Wirtschaft,"Die örtlichen Geschäfte in Groß Pankow schließen reihenweise, weil junge Leute wegziehen und keine Nachfolger für die Betriebe gefunden werden. Wir brauchen dringend Unterstützung für lokale Unternehmen, sonst wird unser Dorf zur Geisterstadt.",Groß Pankow (Prignitz),Gemeinde,Brandenburg,25-34,female,citizen,LAND_04_FM,Bremen - Ministerium der Finanzen,Land,243,33,False,False,False,False,7,6,21,3,1,1,True,False,True,False
ISS_20250613033821_9654,2023-10-15 22:12:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden hier in Bad Grönenbach beträgt über drei Monate. Als Handwerker mit Rückenproblemen kann ich nicht so lange warten - die Gemeinde sollte sich für mehr Ärzte in der Region einsetzen.,Bad Grönenbach,Gemeinde,Bayern,45-54,male,citizen,LAND_15_SM,Sachsen-Anhalt - Ministerium für Soziales,Land,236,37,False,False,False,True,22,6,15,41,10,4,True,False,False,False
ISS_20250613034244_3997,2023-07-23 11:37:00,Migration,"Die Bearbeitung meines Antrags auf Familienzusammenführung für meine Schwiegertochter dauert bereits acht Monate ohne jede Rückmeldung. Ich bitte um eine Statusmitteilung, da die Ungewissheit für unsere Familie sehr belastend ist.",Bollendorf,Gemeinde,Rheinland-Pfalz,55-64,female,citizen,LAND_15_SM,Sachsen-Anhalt - Ministerium für Soziales,Land,230,30,False,False,False,False,11,6,23,29,7,3,True,True,True,False
ISS_20250613034238_5366,2025-01-07 17:37:00,Digitalisierung,"Das Online-Portal der Gemeinde ist ständig überlastet und stürzt ab, wenn man Anträge stellen will. Warum muss ich für jeden Papierkram extra ins Rathaus fahren, wenn die Digitalisierung doch funktionieren sollte?",Eimke,Gemeinde,Niedersachsen,35-44,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,213,31,False,False,False,False,17,1,7,2,1,1,False,True,False,True
ISS_20250613033935_5517,2023-03-18 23:50:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung vom Ausländeramt. Meine Kinder warten in der Heimat und ich brauche endlich eine verbindliche Auskunft zum Stand des Verfahrens.,Schlangenbad,Gemeinde,Hessen,35-44,female,citizen,LAND_12_SM,Brandenburg - Ministerium für Soziales,Land,236,32,False,False,False,False,23,5,18,11,3,1,True,False,False,False
ISS_20250613034033_8750,2024-08-24 03:14:00,Digitalisierung,"Das Online-Portal für Anträge ist ständig überlastet und stürzt ab, wenn man Dokumente hochladen will. Ich versuche seit drei Wochen, meinen Wohnsitzwechsel zu melden, aber es funktioniert einfach nicht - das ist echt frustrierend!",Spremberg,Stadt,Brandenburg,25-34,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,231,34,False,False,False,False,3,5,24,34,8,3,True,False,False,False
ISS_20250613034137_3796,2023-03-15 04:12:00,Migration,"Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung vom Ausländeramt. Meine Kinder warten in der Heimat und können nicht zur Schule, während ich hier arbeite und Steuern zahle.",Ebermannstadt,Stadt,Bayern,35-44,female,citizen,LAND_03_SM,Niedersachsen - Ministerium für Soziales,Land,232,33,False,True,False,False,4,2,15,11,3,1,False,False,False,False
ISS_20250613034047_6092,2023-01-05 00:14:00,Verkehr,"Die Bushaltestelle an der Schulstraße hat kein Wartehäuschen und bei Regen stehen die Kinder völlig im Nassen. Besonders morgens ist das ein Problem, weil meine Tochter dann durchnässt in die Schule kommt.",Sonsbeck,Gemeinde,Nordrhein-Westfalen,35-44,female,migrant_non_eu,LAND_01_VM,Schleswig-Holstein - Ministerium für Verkehr,Land,205,32,True,True,False,False,0,3,5,1,1,1,False,False,False,False
ISS_20250613033758_3080,2025-04-07 08:02:00,Umwelt,"Die Mülleimer im Kantpark sind seit über einer Woche überfüllt und der Müll liegt überall verstreut. Besonders beim Spielplatz ist es unhygienisch für die Kinder, und es stinkt bereits unerträglich.",Duisburg,Stadt,Nordrhein-Westfalen,35-44,male,citizen,LAND_11_MW,Berlin - Ministerium für Wirtschaft,Land,198,30,False,False,True,False,8,0,7,15,4,2,False,True,True,False
ISS_20250613034244_5437,2024-04-07 11:52:00,Umwelt,"Der Grünschnitt an der Dorfstraße wird seit drei Wochen nicht abgeholt und beginnt zu verrotten. Meine Nachbarn und ich haben schon mehrmals angerufen, aber es passiert nichts - das stinkt mittlerweile und lockt Ungeziefer an.",Bahrenborstel,Gemeinde,Niedersachsen,35-44,female,citizen,LAND_11_UM,Berlin - Ministerium für Umwelt,Land,226,35,True,False,True,False,11,6,7,14,4,2,True,True,True,False
ISS_20250613033805_5152,2024-10-17 10:31:00,Umwelt,"Die Recycling-Container am Marktplatz sind seit drei Wochen überfüllt und der Müll liegt überall herum. Das sieht nicht nur schlecht aus, sondern lockt auch Ungeziefer an - bitte um schnelle Abhholung.",Nördlingen,Stadt,Bayern,55-64,male,migrant_eu,LAND_02_UM,Hamburg - Ministerium für Umwelt,Land,201,31,False,False,True,False,10,3,17,42,10,4,False,True,True,False
ISS_20250613034118_1228,2024-05-06 20:24:00,Bildung,"Die Toiletten in der örtlichen Grundschule sind seit Monaten in einem unhygienischen Zustand. Meine Enkelin erzählt, dass viele Kinder lieber den ganzen Schultag warten, als diese Toiletten zu benutzen - das kann nicht sein!",Hann.Münden,Stadt,Niedersachsen,55-64,female,citizen,LAND_15_BM,Sachsen-Anhalt - Ministerium für Bildung,Land,224,34,False,True,False,False,20,0,6,19,5,2,False,False,False,False
ISS_20250613033939_6089,2023-12-08 15:16:00,Bildung,"In der Grundschule Klietz fallen seit Monaten regelmäßig Mathestunden aus, weil die Lehrerin krank ist und kein Ersatz gefunden wird. Mein Sohn verpasst dadurch wichtigen Lernstoff und ich mache mir Sorgen um seine schulische Entwicklung.",Klietz,Gemeinde,Sachsen-Anhalt,45-54,male,citizen,LAND_11_BM,Berlin - Ministerium für Bildung,Land,238,35,False,True,False,False,15,4,8,49,12,4,False,True,False,True
ISS_20250613033907_1623,2024-12-03 07:35:00,Umwelt,"Die illegale Müllentsorgung im Waldgebiet zwischen Grunow und Dammendorf nimmt überhand. Täglich werden dort Autoreifen, Elektroschrott und Hausmüll abgeladen, was die Natur verschmutzt und Wildtiere gefährdet.",Grunow-Dammendorf,Gemeinde,Brandenburg,25-34,male,citizen,LAND_01_MW,Schleswig-Holstein - Ministerium für Wirtschaft,Land,210,26,False,False,True,False,7,1,3,49,12,4,False,False,True,False
ISS_20250613034158_7151,2025-03-19 05:40:00,Sicherheit,Der Fußweg vom Bahnhof zur Innenstadt ist abends völlig unbeleuchtet und ich fühle mich dort sehr unsicher. Besonders nach der Spätschicht ist es richtig dunkel und man sieht nichts - könnte da bitte endlich Beleuchtung installiert werden?,Sulza,Gemeinde,Thüringen,18-24,male,migrant_eu,LAND_06_IM,Hessen - Ministerium des Innern,Land,239,37,True,False,False,False,5,2,19,12,3,1,False,False,False,False
ISS_20250613034135_7312,2023-12-28 07:56:00,Bildung,"Die Turnhalle der Grundschule Karwitz ist seit drei Monaten gesperrt wegen Schimmelbefall. Mein Sohn und seine Mitschüler haben seitdem keinen Sportunterricht mehr, obwohl das Schuljahr schon fast vorbei ist.",Karwitz,Gemeinde,Niedersachsen,35-44,male,citizen,LAND_02_BM,Hamburg - Ministerium für Bildung,Land,208,29,False,True,False,False,7,3,28,52,12,4,False,False,True,False
ISS_20250613033736_5390,2025-03-31 09:43:00,Verkehr,Die Parksituation in der Innenstadt ist katastrophal - seit dem neuen Einkaufszentrum finde ich als Anwohner keinen Parkplatz mehr vor meiner Haustür. Bitte schaffen Sie mehr Anwohnerparkplätze oder führen eine Parkraumbewirtschaftung ein.,Fladungen,Stadt,Bayern,25-34,male,citizen,LAND_02_VM,Hamburg - Ministerium für Verkehr,Land,239,32,False,False,False,False,9,0,31,14,3,1,False,True,True,False
ISS_20250613034209_5786,2023-12-21 12:19:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden beträgt hier über vier Monate. Für Berufstätige mit Rückenproblemen ist das untragbar - wir brauchen dringend mehr Fachärzte in der Region oder bessere Terminvergabe.,Ottenhöfen im Schwarzwald,Gemeinde,Baden-Württemberg,35-44,male,citizen,LAND_11_SM,Berlin - Ministerium für Soziales,Land,221,31,False,False,False,True,12,3,21,51,12,4,False,True,True,True
ISS_20250613034012_4163,2024-08-24 15:11:00,Umwelt,"Die Mülleimer im Ortskern von Reken quellen seit Tagen über und der Gestank ist unerträglich. Besonders am Marktplatz stapelt sich der Abfall, was Ungeziefer anzieht und das Ortsbild verschandelt.",Reken,Gemeinde,Nordrhein-Westfalen,18-24,female,citizen,LAND_13_UM,Mecklenburg-Vorpommern - Ministerium für Umwelt,Land,196,29,False,False,True,False,15,5,24,34,8,3,True,True,False,True
